sn,year,month,day,mag,depth,lat,lon,location
548,2018,7,20,2.3,21,35.84,129.79,경북 포항시 남구 동남동쪽 43km 해역
547,2018,7,20,2.4,20,36.01,126.16,전북 군산시 어청도 남동쪽 21km 해역
546,2018,7,19,2.5,23,35.83,129.8,경북 포항시 남구 동남동쪽 44km 해역
545,2018,7,17,2.7,,35.91,127.81,전북 무주군 남동쪽 17km 지역
544,2018,7,4,2.1,10,37.3,127.7,경기 여주시 동쪽 6km 지역
543,2018,7,1,2.2,18,37.63,129.48,강원 삼척시 북동쪽 34km 해역
542,2018,6,28,2.2,,36.99,125.25,충남 태안군 서격렬비도 북북서쪽 50km 해역
541,2018,6,28,2.7,9,38.18,127.34,강원 철원군 북북동쪽 4km 지역
540,2018,6,20,2.1,14,34.9,124.81,전남 신안군 흑산면 서북서쪽 66km 해역
539,2018,6,16,2.3,,37.19,129.08,강원 삼척시 남남서쪽 30km 지역
538,2018,6,15,2.1,14,36.39,128.49,경북 의성군 서북서쪽 19km 지역
537,2018,6,9,2.3,18,35.87,129.73,경북 포항시 남구 동남동쪽 37km 해역
536,2018,5,31,2.8,8,38.53,127.68,북한 강원 회양 남남동쪽 19km 지역
535,2018,5,31,2.6,17,36.22,129.38,경북 포항시 북구 북쪽 20km 지역
534,2018,5,22,2.2,18,36.37,129.49,경북 영덕군 동남동쪽 12km 해역
533,2018,5,20,2,10,34.16,125.61,전남 신안군 흑산면 남남동쪽 56km 해역
532,2018,5,14,2.5,16,33.62,125.58,제주 제주시 고산 서북서쪽 65km 해역
531,2018,5,7,2,16,36.72,128.37,경북 예천군 북서쪽 10km 지역
530,2018,5,4,2,12,36.1,127.7,충북 영동군 남서쪽 11km 지역
529,2018,5,2,2.5,11,36.56,127.63,충북 보은군 북서쪽 11km 지역
528,2018,5,1,2,15,35.77,129.2,경북 경주시 남쪽 8km 지역
527,2018,4,24,2.5,10,37.06,125.92,인천 옹진군 덕적도 남서쪽 27km 해역
526,2018,4,23,2.4,17,33.21,126.4,제주 서귀포시 서남서쪽 16km 해역
525,2018,4,23,2.3,,41.35,129.12,북한 함경북도 길주 북북서쪽 47km 지역
524,2018,4,9,2.4,16,35.76,129.19,경북 경주시 남남서쪽 8km 지역
523,2018,4,6,2.6,24,36.08,129.82,경북 포항시 북구 동쪽 41km 해역
522,2018,3,31,2,8,36.1,129.36,경북 포항시 북구 북쪽 7km 지역
521,2018,3,26,2.7,,37.78,124.84,인천 백령도 남동쪽 24km 해역
520,2018,3,16,2.7,12,36.1,129.35,경북 포항시 북구 북북서쪽 7km 지역
519,2018,3,16,2,6,36.98,128.42,충북 단양군 동남동쪽 5km 지역
518,2018,3,10,2.8,6,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
517,2018,3,9,2.2,7,36.95,126.45,충남 서산시 북쪽 18km 지역
516,2018,3,8,2,17,35.31,127.32,전남 곡성군 북동쪽 4km 지역
515,2018,3,8,2,15,35.3,127.33,전남 곡성군 동북동쪽 4km 지역
514,2018,3,4,2.6,9,38.13,130.33,경북 울릉군 북서쪽 88km 해역
513,2018,2,27,2.4,13,37.09,124.87,충남 태안군 서격렬비도 북서쪽 80km 해역
512,2018,2,26,2.5,6,34.52,125.32,전남 신안군 흑산면 남서쪽 20km 해역
511,2018,2,26,2.4,16,33.97,126.87,전남 완도군 남남동쪽 39km 해역
510,2018,2,18,2.4,9,36.07,129.33,경북 포항시 북구 북서쪽 4km 지역
509,2018,2,17,2.2,10,36.1,129.35,경북 포항시 북구 북북서쪽 6km 지역
508,2018,2,17,2.6,8,36.09,129.33,경북 포항시 북구 북북서쪽 6km 지역
507,2018,2,17,2,12,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
506,2018,2,14,2.3,8,37.8,125.38,북한 황해남도 옹진 남쪽 14km 해역
505,2018,2,13,2.5,10,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
504,2018,2,13,2.6,9,36.07,129.33,경북 포항시 북구 북서쪽 5km 지역
503,2018,2,11,2.4,16,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
502,2018,2,11,2.1,9,36.08,129.32,경북 포항시 북구 북서쪽 6km 지역
501,2018,2,11,2.1,13,36.08,129.34,경북 포항시 북구 북북서쪽 5km 지역
500,2018,2,11,2.1,10,36.09,129.32,경북 포항시 북구 북서쪽 7km 지역
499,2018,2,11,2.1,8,36.07,129.32,경북 포항시 북구 북서쪽 5km 지역
498,2018,2,11,2.2,10,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
497,2018,2,11,2.2,11,36.07,129.34,경북 포항시 북구 북서쪽 4km 지역
496,2018,2,11,2.5,12,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
495,2018,2,11,4.6,14,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
494,2018,2,10,2.4,10,36.6,125.76,충남 태안군 서격렬비도 동쪽 20km 해역
493,2018,2,9,2.5,,33.92,125.22,전남 신안군 흑산면 남남서쪽 85km 해역
492,2018,2,8,2.7,9,35.1,124.99,전남 신안군 흑산면 북서쪽 67km 해역
491,2018,2,8,2.7,,41.32,129.09,북한 함경북도 길주 북북서쪽 45km 지역
490,2018,2,6,2.6,,41.33,129.1,북한 함경북도 길주 북북서쪽 46Km 지역
489,2018,2,6,2.5,12,36.08,129.33,경북 포항시 북구 북서쪽 5km 지역
488,2018,2,4,2.3,8,36.06,129.31,경북 포항시 북구 서북서쪽 5km 지역
487,2018,2,4,2.8,14,36.37,127.62,충북 옥천군 북북동쪽 8km 지역
486,2018,2,4,2.1,7,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
485,2018,2,3,2.6,19,33.77,127.4,전남 여수시 거문도 남남동쪽 30km 해역
484,2018,2,3,2,6,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
483,2018,2,2,2.9,9,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
482,2018,1,28,3.2,6,40.24,127.3,북한 함경남도 장진 남남동쪽 16km 지역
481,2018,1,24,2.4,16,34.32,127.32,전남 여수시 거문도 북쪽 32km 해역
480,2018,1,10,2,20,36.26,127.34,대전 서구 남남서쪽 12km 지역
479,2018,1,9,2.1,20,33.98,127.11,전남 여수시 거문도 서남서쪽 19km 해역
478,2018,1,6,2.2,12,37.71,125.94,북한 인천 옹진군 연평도 동북동쪽 21km 해역
477,2018,1,1,2,8,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
476,2018,1,1,2.1,,38.33,126.16,북한 황해북도 평산 서쪽 20km 지역
475,2017,12,30,2,17,35.76,129.17,경북 경주시 남남서쪽 9km 지역
474,2017,12,29,2.1,10,36.11,129.34,경북 포항시 북구 북북서쪽 8km 지역
473,2017,12,27,2.3,8,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
472,2017,12,27,2.8,8,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
471,2017,12,26,2.2,6,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
470,2017,12,25,2.1,8,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
469,2017,12,25,3.5,10,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
468,2017,12,22,2.2,,39.31,127.15,북한 함경남도 고원 남남서쪽 15km 지역
467,2017,12,21,2,5,36.72,128.01,경북 문경시 북서쪽 21km 지역
466,2017,12,20,2.3,18,36.09,125.64,충남 태안군 서격렬비도 남쪽 57km 해역
465,2017,12,19,2.1,7,35.77,129.42,경북 경주시 동남동쪽 20km 지역
464,2017,12,12,2.5,,38.32,126.18,북한 황해북도 평산 서쪽 19km 지역
463,2017,12,9,2.3,23,35.61,129.99,울산 동구 동북동쪽 54km 해역
462,2017,12,9,2.8,,41.31,129.11,북한 함경북도 길주 북북서쪽 43km 지역
461,2017,12,9,3,16,41.32,129.1,북한 함경북도 길주 북북서쪽 45km 지역
460,2017,12,9,2.3,9,36.1,129.35,경북 포항시 북구 북북서쪽 7km 지역
459,2017,12,9,2.2,8,36.1,129.35,경북 포항시 북구 북북서쪽 7km 지역
458,2017,12,5,2.7,,41.32,129.13,북한 함경북도 길주 북북서쪽 44km 지역
457,2017,12,5,2.1,11,36.02,129.45,경북 포항시 남구 동쪽 9km 해역
456,2017,12,4,2.5,21,33.42,127.15,제주 서귀포시 성산 동쪽 25km 해역
455,2017,12,3,2.1,13,36.75,128.82,경북 안동시 북북동쪽 22km 지역
454,2017,12,2,2.5,,41.32,129.2,북한 함경북도 길주 북북서쪽 43km 지역
453,2017,12,1,2.7,8,33.24,127.32,제주 서귀포시 성산 동남동쪽 44km 해역
452,2017,12,1,2.4,7,36.1,129.35,경북 포항시 북구 북북서쪽 7km 지역
451,2017,11,26,2.9,13,36.69,124.65,충남 태안군 서격렬비도 서쪽 79km 해역
450,2017,11,25,2.3,8,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
449,2017,11,25,2,8,36.1,129.35,경북 포항시 북구 북쪽 7km 지역
448,2017,11,24,2.3,13,34.05,125.57,전남 신안군 흑산면 남쪽 68km 해역
447,2017,11,24,2.3,8,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
446,2017,11,24,2.6,,37.23,125.04,인천 옹진군 연평도 남서쪽 76km 해역
445,2017,11,23,2.3,14,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
444,2017,11,22,2,8,36.12,129.35,경북 포항시 북구 북쪽 9km 지역
443,2017,11,22,2.5,8,36.1,129.35,경북 포항시 북구 북북서쪽 6km 지역
442,2017,11,21,2.4,,36.11,129.33,경북 포항시 북구 북북서쪽 8km 지역
441,2017,11,21,2.1,9,36.09,129.34,경북 포항시 북구 북북서쪽 5km 지역
440,2017,11,21,2,13,36.09,129.35,경북 포항시 북구 북쪽 6km 지역
439,2017,11,20,3.6,12,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
438,2017,11,19,3.5,9,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
437,2017,11,19,2.2,11,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
436,2017,11,19,2.1,8,36.12,129.38,경북 포항시 북구 북쪽 9km 지역
435,2017,11,19,2.4,12,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
434,2017,11,19,2,8,36.11,129.34,경북 포항시 북구 북북서쪽 8km 지역
433,2017,11,17,2.6,12,36.1,129.35,경북 포항시 북구 북북서쪽 6km 지역
432,2017,11,17,2.1,11,36.12,129.37,경북 포항시 북구 북쪽 8km지역
431,2017,11,17,2.1,11,36.08,129.33,경북 포항시 북구 북북서쪽 6km지역
430,2017,11,16,2.4,9,36.12,129.36,경북 포항시 북구 북쪽 9km지역
429,2017,11,16,2.2,8,36.12,129.36,경북 포항시 북구 북쪽 9km지역
428,2017,11,16,2,8,36.11,129.37,경북 포항시 북구 북쪽 7km지역
427,2017,11,16,2.4,12,36.12,129.36,경북 포항시 북구 북쪽 8km 지역
426,2017,11,16,2,10,36.1,129.34,경북 포항시 북구 북북서쪽 7km 지역
425,2017,11,16,2.3,7,36.13,129.37,경북 포항시 북구 북쪽 10km 지역
424,2017,11,16,2.3,11,36.1,129.35,경북 포항시 북구 북북서쪽 6km 지역
423,2017,11,16,2.1,11,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
422,2017,11,16,3.6,8,36.12,129.37,경북 포항시 북구 북쪽 8km 지역
421,2017,11,16,2.5,10,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
420,2017,11,16,2,8,36.08,129.34,경북 포항시 북구 북북서쪽 5km 지역
419,2017,11,16,2.3,8,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
418,2017,11,16,2.5,13,36.14,129.36,경북 포항시 북구 북쪽 10km 지역
417,2017,11,16,2.1,11,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
416,2017,11,16,2,9,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
415,2017,11,16,2.4,8,36.14,129.35,경북 포항시 북구 북쪽 10km 지역
414,2017,11,15,2.1,10,36.13,129.38,경북 포항시 북구 북쪽 10km 지역
413,2017,11,15,2,12,36.1,129.36,경북 포항시 북구 북쪽 6km 지역
412,2017,11,15,2.1,10,36.1,129.36,경북 포항시 북구 북쪽 7km 지역
411,2017,11,15,2.1,7,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
410,2017,11,15,2.1,7,36.14,129.36,경북 포항시 북구 북쪽 10km 지역
409,2017,11,15,2,10,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
408,2017,11,15,2.4,10,36.1,129.35,경북 포항시 북구 북북서쪽 7km 지역
407,2017,11,15,2.1,9,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
406,2017,11,15,2.2,8,36.1,129.35,경북 포항시 북구 북북서쪽 7km 지역
405,2017,11,15,2.3,8,36.11,129.35,경북 포항시 북구 북북서쪽 8km 지역
404,2017,11,15,2,11,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
403,2017,11,15,2.1,5,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
402,2017,11,15,2.1,11,36.09,129.32,경북 포항시 북구 북서쪽 6km 지역
401,2017,11,15,2.2,10,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
400,2017,11,15,2.8,,36.08,129.31,경북 포항시 북구 북서쪽 7km 지역
399,2017,11,15,2.2,7,36.14,129.37,경북 포항시 북구 북쪽 11km 지역
398,2017,11,15,4.3,10,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
397,2017,11,15,2,6,36.14,129.36,경북 포항시 북구 북쪽 11km 지역
396,2017,11,15,2.4,8,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
395,2017,11,15,2.9,12,36.13,129.36,경북 포항시 북구 북쪽 10km 지역
394,2017,11,15,2.2,10,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
393,2017,11,15,2.3,7,36.09,129.33,경북 포항시 북구 북북서쪽 6km 지역
392,2017,11,15,2.6,11,36.09,129.35,경북 포항시 북구 북북서쪽 6km 지역
391,2017,11,15,2.4,11,36.14,129.38,경북 포항시 북구 북쪽 11km 지역
390,2017,11,15,2.5,9,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
389,2017,11,15,3.5,8,36.09,129.34,경북 포항시 북구 북북서쪽 6km 지역
388,2017,11,15,2.9,8,36.11,129.35,경북 포항시 북구 북쪽 7km 지역
387,2017,11,15,2.9,,36.12,129.37,경북 포항시 북구 북쪽 9km 지역
386,2017,11,15,2.8,12,36.1,129.35,경북 포항시 북구 북북서쪽 7km 지역
385,2017,11,15,2.4,9,36.11,129.35,경북 포항시 북구 북쪽 8km 지역
384,2017,11,15,2.4,8,36.1,129.36,경북 포항시 북구 북쪽 6km 지역
383,2017,11,15,2.5,6,36.12,129.39,경북 포항시 북구 북북동쪽 9km 지역
382,2017,11,15,3.6,8,36.1,129.36,경북 포항시 북구 북쪽 7km 지역
381,2017,11,15,5.4,7,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
380,2017,11,15,2.6,,36.08,129.31,경북 포항시 북구 북서쪽 7km 지역
379,2017,11,15,2.2,8,36.11,129.36,경북 포항시 북구 북쪽 7km 지역
378,2017,11,14,2.7,,37.29,124.82,인천 백령도 남쪽 75km 해역
377,2017,11,11,2.2,18,34.84,127.46,전남 순천시 남남서쪽 12km 지역
376,2017,11,9,2,16,35.75,129.18,경북 경주시 남남서쪽 10km 지역
375,2017,11,8,2,9,35.16,128.57,경남 창원 마산합포구 남쪽 4km 지역
374,2017,11,8,2.5,13,33.05,126.2,제주 제주시 고산 남쪽 28km 해역
373,2017,10,30,2.1,10,36.42,126.48,충남 보령시 북서쪽 15km 해역
372,2017,10,29,2.2,12,34.39,127.34,전남 고흥군 남남동쪽 25km 해역
371,2017,10,21,2.7,12,33.63,126.05,제주 제주시 고산 북북서쪽 39km 해역
370,2017,10,20,2.2,10,38.44,126.16,북한 황해북도 평산 서북서쪽 24km 지역
369,2017,10,20,2,13,35.9,127.54,전북 진안군 북동쪽 15km 지역
368,2017,10,18,2.6,16,36.59,129.45,경북 영덕군 북북동쪽 20km 해역
367,2017,10,16,2.5,14,35.79,129.19,경북 경주시 남남서쪽 6km 지역
366,2017,10,16,2.8,18,33.86,125.3,전남 신안군 흑산면 남쪽 89km 해역
365,2017,10,13,2.7,,41.39,129.03,북한 함경북도 길주 북북서쪽 54km 지역
364,2017,10,8,2.8,16,34.84,127.25,전남 보성군 동북동쪽 17km 지역
363,2017,10,4,2.1,11,36.16,127.13,충남 논산시 남동쪽 4km 지역
362,2017,10,4,2.4,22,35.56,129.88,울산 동구 동쪽 42km 해역
361,2017,9,30,2.5,18,33.42,127.15,제주 서귀포시 성산 동쪽 25km 해역
360,2017,9,23,3.2,,41.35,129.06,북한 함경북도 길주 북북서쪽 49km 지역
359,2017,9,23,2.6,,41.35,129.06,북한 함경북도 길주 북북서쪽 49km 지역
358,2017,9,16,2.2,19,34.25,127.13,전남 여수시 거문도 북서쪽 29km 해역
357,2017,9,11,3.2,,35.29,124.16,전남 신안군 흑산면 서북서쪽 139km 해역
356,2017,9,7,2.9,19,37.6,125.34,인천 옹진군 연평도 서남서쪽 33km 해역
355,2017,9,1,2.1,18,36.42,127.21,충남 공주시 동남동쪽 9km 지역
354,2017,8,29,2.4,7,35.31,125.36,전남 영광군 안마도 서쪽 61km 해역
353,2017,8,21,2.1,,38.82,126.13,북한 평양 동남동쪽 39km 지역
352,2017,8,16,2.5,,38.73,125.69,북한 황해북도 송림 동쪽 5km 지역
351,2017,8,15,2.6,,38.73,125.67,북한 황해북도 송림 동쪽 3km 지역
350,2017,8,9,2.7,12,33.87,125.52,전남 신안군 흑산면 남쪽 87km 해역
349,2017,8,7,2.6,,38.7,125.63,북한 황해북도 송림 남남서쪽 4km 지역
348,2017,7,20,2,11,37.39,129.54,강원 삼척시 동남동쪽 33km 해역
347,2017,7,19,2.2,28,33.77,126.12,제주 제주시 북서쪽 48km 해역
346,2017,7,18,2.7,16,37.69,126.19,인천 강화군 서남서쪽 27km 해역
345,2017,7,9,2.1,18,33.51,125.73,제주 제주시 고산 서북서쪽 47km 해역
344,2017,7,8,2.8,,40.4,127.29,북한 함경남도 장진 동북동쪽 5km 지역
343,2017,7,6,2.4,6,36,127.94,경북 김천시 남서쪽 22km 지역
342,2017,7,5,2.5,5,35.99,127.97,경북 김천시 남서쪽 21km 지역
341,2017,6,28,2.7,,40,125.81,북한 평안북도 영변 북쪽 22km 지역
340,2017,6,27,2,15,35.77,129.2,경북 경주시 남남서쪽 8km 지역
339,2017,6,20,2,12,35.85,129.08,경북 경주시 서쪽 12km 지역
338,2017,6,17,2.3,21,33.38,127.21,제주 서귀포시 성산 동쪽 30km 해역
337,2017,6,15,2.4,13,36.54,125.07,충남 태안군 서격렬비도 서쪽 42km 해역
336,2017,6,14,2.2,6,38.34,126.14,북한 황해북도 평산 서쪽 22km 지역
335,2017,6,13,2.1,17,35.74,129.18,경북 경주시 남남서쪽 11km 지역
334,2017,6,11,2.5,14,35.77,129.17,경북 경주시 남남서쪽 9km 지역
333,2017,6,11,2,12,37.28,129.21,강원 삼척시 남남동쪽 19km 지역
332,2017,6,4,2.1,18,36.83,128.1,충북 충주시 남동쪽 24km 지역
331,2017,5,28,2.7,21,35.67,129.56,울산 북구 동북동쪽 20km 해역
330,2017,5,25,3,24,36.96,124.4,충남 태안군 서격렬비도 서북서쪽 109km 해역
329,2017,5,20,2.9,15,37.73,129.62,강원 동해시 동북동쪽 50km 해역
328,2017,5,20,2,12,35.92,128.27,경북 성주군 북서쪽 1km 지역
327,2017,5,16,2.2,6,36.6,128.92,경북 안동시 동북동쪽 17km 지역
326,2017,5,16,2.1,,36.85,124.55,충남 태안군 서격렬비도 서북서쪽 92km 해역
325,2017,5,13,2.8,15,36.61,129.44,경북 영덕군 북북동쪽 23km 해역
324,2017,5,10,2.1,16,36.61,129.45,경북 영덕군 북북동쪽 23km 해역
323,2017,5,10,2.5,19,35.88,126.19,전북 부안군 위도 북북서쪽 32km 해역
322,2017,5,5,3,11,35.32,127.43,전남 구례군 북북서쪽 13km 지역
321,2017,5,5,2,15,36.73,128.1,경북 문경시 북북서쪽 18km 지역
320,2017,5,4,2.4,14,36.74,128.1,경북 문경시 북북서쪽 18km 지역
319,2017,5,4,2.6,16,36.61,129.44,경북 영덕군 북북동쪽 22km 해역
318,2017,4,28,2.1,13,36.6,128.81,경북 안동시 동북동쪽 8km 지역
317,2017,4,28,2.4,5,33.33,127.85,제주 서귀포시 성산 동쪽 90km 해역
316,2017,4,20,3.2,,33.77,127.28,전남 여수시 거문도 남쪽 29km 해역
315,2017,4,18,2.1,12,35.5,128.88,경남 밀양시 동쪽 12km 지역
314,2017,4,18,2,16,35.76,129.18,경북 경주시 남남서쪽 9km 지역
313,2017,4,16,2.2,6,36.7,125.18,충남 태안군 서격렬비도 서북서쪽 33km 해역
312,2017,4,15,2,8,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
311,2017,4,15,3.1,13,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
310,2017,4,15,2.2,15,35.76,129.18,경북 경주시 남남서쪽 9km 지역
309,2017,4,10,2.3,17,35.16,128.77,경남 창원시 진해구 동북동쪽 6km 지역
308,2017,4,9,2.4,5,38.99,126.2,북한 평안남도 성천 남쪽 28km 지역
307,2017,4,9,2.1,13,35.76,129.2,경북 경주시 남쪽 9km 지역
306,2017,4,8,2.1,,38.72,125.61,북한 황해북도 송림 북북서쪽 2km 지역
305,2017,4,8,2.7,11,35.76,129.18,경북 경주시 남남서쪽 9km 지역
304,2017,4,7,2,,35.97,127.8,전북 무주군 동남동쪽 13km 지역
303,2017,4,4,2.2,21,35.67,129.85,울산 동구 동북동쪽 43km 해역
302,2017,4,1,2.2,16,35.78,129.2,경북 경주시 남남서쪽 7km 지역
301,2017,3,31,2.5,15,35.78,129.2,경북 경주시 남남서쪽 6km 지역
300,2017,3,31,3.3,17,35.78,129.2,경북 경주시 남남서쪽 7km 지역
299,2017,3,30,2,17,35.76,129.19,경북 경주시 남남서쪽 9km 지역
298,2017,3,28,2,16,35.79,129.2,경북 경주시 남남서쪽 5km 지역
297,2017,3,28,2.2,,37.17,125.48,인천 옹진군 연평도 남남서쪽 58km 해역
296,2017,3,27,2,9,35.21,126.95,광주 북구 북동쪽 5km 지역
295,2017,3,21,2.4,,38.52,126.03,북한 황해북도 사리원 동쪽 23km 지역
294,2017,3,19,2.9,14,33.32,127.18,제주 서귀포시 성산 동남동쪽 29km 해역
293,2017,3,14,2.1,22,34.64,127.78,전남 여수시 남동쪽 17km 지역
292,2017,3,9,2,22,35.82,129.78,경북 포항시 남구 동남동쪽 43km 해역
291,2017,3,7,2.6,,37.75,129.71,강원 동해시 동북동쪽 58km 해역
290,2017,3,7,2.2,20,36.3,128.23,경북 구미시 북북서쪽 23km 지역
289,2017,3,6,2,,35.75,126.1,전북 부안군 위도 북서쪽 24km 해역
288,2017,3,5,2.1,7,37.77,129.7,강원 동해시 동북동쪽 58km 해역
287,2017,3,5,2.1,9,37.72,129.59,강원 동해시 동북동쪽 47km 해역
286,2017,3,5,2.4,8,37.74,129.69,강원 동해시 동북동쪽 56km 해역
285,2017,3,5,3.2,13,37.75,129.66,강원 동해시 동북동쪽 54km 해역
284,2017,3,5,2.4,17,35.75,129.17,경북 경주시 남남서쪽 11km 지역
283,2017,3,4,2.3,7,35.99,127.95,경북 김천시 남서쪽 22km 지역
282,2017,2,25,2.4,15,35.74,129.18,경북 경주시 남남서쪽 11km 지역
281,2017,2,25,2.2,19,35.74,129.17,경북 경주시 남남서쪽 12km 지역
280,2017,2,24,2.5,8,38.89,126.09,북한 평양 동남동쪽 33km 지역
279,2017,2,24,2.3,14,36.38,127.79,충북 옥천군 동북동쪽 21km 지역
278,2017,2,23,3.1,7,37.4,124.89,인천 백령도 남남동쪽 64km 해역
