sn,year,month,day,mag,depth,lat,lon,location
277,2017,2,22,2.1,14,35.77,129.18,경북 경주시 남남서쪽 8km 지역
276,2017,2,21,2.1,14,35.76,129.2,경북 경주시 남쪽 9km 지역
275,2017,2,18,2.4,17,35.23,126.94,광주 북구 북북동쪽 7km 지역
274,2017,2,18,2,15,33.23,126.18,제주 서귀포시 서쪽 35km 해역
273,2017,2,16,2.3,17,35.64,128.09,경남 합천군 북서쪽 11km 지역
272,2017,2,16,2.9,15,35.78,129.2,경북 경주시 남남서쪽 7km 지역
271,2017,2,12,2.3,22,35.69,129.58,울산 북구 동북동쪽 23km 해역
270,2017,2,10,2.6,,38.54,125.84,북한 황해북도 사리원 동북동쪽 8km 지역
269,2017,2,10,2.2,20,35.65,129.57,울산 북구 동북동쪽 20km 해역
268,2017,2,5,2.6,,39.61,127.64,북한 함경남도 함흥 남남동쪽 34km 해역
267,2017,2,5,2.5,21,33.61,126.73,제주 제주시 동북동쪽 22km 해역
266,2017,1,29,2.6,8,38.7,127.16,북한 강원 평강 북북서쪽 34km 지역
265,2017,1,26,2,,33.54,126.87,제주 제주시 동쪽 32km 해역
264,2017,1,24,2.6,16,35.77,129.17,경북 경주시 남남서쪽 9km 지역
263,2017,1,21,2.6,15,35.75,129.18,경북 경주시 남남서쪽 10km 지역
262,2017,1,18,2.5,,35.02,125.06,전남 신안군 흑산면 북서쪽 56km 해역
261,2017,1,17,2.8,6,38.71,125.86,북한 황해북도 송림 동쪽 20km 지역
260,2017,1,16,2.1,20,36.33,126.59,충남 보령시 서쪽 2km 지역
259,2017,1,16,2.7,21,33.64,127.51,전남 여수시 거문도 남남동쪽 47km 해역
258,2017,1,14,2.2,10,35.17,127.79,경남 하동군 북북동쪽 12km 지역
257,2017,1,11,2.1,20,36.44,128.42,경북 의성군 서북서쪽 27km 지역
256,2017,1,7,2.4,,38.69,125.73,북한 황해북도 송림 동남동쪽 10km 지역
255,2017,1,6,2.2,12,35.75,129.18,경북 경주시 남남서쪽 10km 지역
254,2017,1,6,3.3,12,35.75,129.17,경북 경주시 남남서쪽 11km 지역
253,2017,1,4,2.5,18,36.58,129.24,경북 영덕군 북북서쪽 22km 지역
252,2016,12,31,2.6,,39.31,126.27,북한 평안남도 성천군 북북동쪽 9km 지역
251,2016,12,30,2.5,10,38.64,125.76,북한 황해북도 사리원시 북쪽 15km 지역
250,2016,12,29,2.3,9,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
249,2016,12,29,2.6,6,38.71,125.76,북한 황해북도 송림시 동남동쪽 11km 지역
248,2016,12,25,2.5,11,35.78,129.31,경북 경주시 남동쪽 11km 지역
247,2016,12,25,2.4,17,35.25,129.39,부산 기장군 동쪽 15km 해역
246,2016,12,23,2.2,10,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
245,2016,12,22,2.2,18,34.45,128.54,경남 통영시 매물도 남쪽 22km 해역
244,2016,12,15,2.1,14,35.76,129.19,경북 경주시 남남서쪽 9km 지역
243,2016,12,14,3.3,12,35.76,129.17,경북 경주시 남남서쪽 10km 지역
242,2016,12,14,2.1,12,36.54,128.08,경북 상주시 북북서쪽 16km 지역
241,2016,12,12,3.3,16,35.76,129.18,경북 경주시 남남서쪽 9km 지역
240,2016,12,12,2.2,13,35.76,129.18,경북 경주시 남남서쪽 9km 지역
239,2016,12,11,2.6,14,36.07,125.57,충남 태안군 서격렬비도 남쪽 59km 해역
238,2016,12,10,2,12,37.63,129.68,강원 삼척시 동북동쪽 50km 해역
237,2016,12,10,2.1,18,35.77,129.17,경북 경주시 남남서쪽 9km 지역
236,2016,12,9,2.4,8,35.69,129.36,경북 경주시 남동쪽 21km 지역
235,2016,12,7,2.4,,37.18,125.48,인천 옹진군 연평도 남남서쪽 57km 해역
234,2016,12,5,2.1,21,35.81,129.72,경북 포항시 남구 남동쪽 39km 해역
233,2016,12,5,2.1,14,35.77,129.18,경북 경주시 남남서쪽 8km 지역
232,2016,12,2,2.1,14,35.76,129.19,경북 경주시 남남서쪽 9km 지역
231,2016,11,29,2.9,17,33.4,125.72,제주 제주시 고산 서북서쪽 43km 해역
230,2016,11,28,2.2,10,38.49,126.14,북한 황해북도 평산군 북서쪽 28km 지역
229,2016,11,28,2.4,18,35.77,129.19,경북 경주시 남남서쪽 8km 지역
228,2016,11,27,2.2,12,36.02,127.39,충남 금산군 남서쪽 13km 지역
227,2016,11,27,2.5,10,36.34,127.33,대전 유성구 남서쪽 3km 지역
226,2016,11,25,2.3,14,35.75,129.17,경북 경주시 남남서쪽 11km 지역
225,2016,11,19,2.1,14,35.76,129.19,경북 경주시 남남서쪽 9km 지역
224,2016,11,18,2,13,35.51,128.09,경남 합천군 남서쪽 9km 지역
223,2016,11,16,2.1,6,34.86,125.08,전남 신안군 흑산면 서북서쪽 43km 해역
222,2016,11,15,2,18,35.76,129.19,경북 경주시 남남서쪽 9km 지역
221,2016,11,15,2.5,9,38.35,128.09,북한 강원도 금강군 남남동쪽 29km 지역
220,2016,11,13,3.5,10,36.36,126.63,충남 보령시 북북동쪽 4km 지역
219,2016,11,13,2.3,,38.76,125.66,북한 황해북도 송림시 북동쪽 3km 지역
218,2016,11,10,2.5,18,36.46,129.89,경북 영덕군 동쪽 47km 해역
217,2016,11,9,2.3,20,36.55,129.6,경북 영덕군 북동쪽 26km 해역
216,2016,11,6,3.5,12,33.76,125.07,전남 신안군 흑산면 남남서쪽 106km 해역
215,2016,11,3,2.6,16,35.32,128.49,경남 함안군 북동쪽 9km 지역
214,2016,11,3,2.3,11,35.76,129.19,경북 경주시 남남서쪽 9km 지역
213,2016,11,3,2.3,18,35.76,129.19,경북 경주시 남남서쪽 9km 지역
212,2016,11,3,2.1,14,35.75,129.18,경북 경주시 남남서쪽 10km 지역
211,2016,11,2,2.3,10,33.53,126.88,제주 제주시 동쪽 33km 지역
210,2016,10,25,2.4,8,35.7,129.37,경북 경주시 남동쪽 21km 지역
209,2016,10,25,2,15,35.76,129.19,경북 경주시 남남서쪽 9km 지역
208,2016,10,24,2.2,7,37.25,127.02,경기 수원시 권선구 동쪽 4km 지역
207,2016,10,23,2.7,14,35.78,129.2,경북 경주시 남남서쪽 7km 지역
206,2016,10,21,2.6,12,35.75,129.17,경북 경주시 남남서쪽 11km 지역
205,2016,10,21,2.2,14,36.46,126.87,충남 청양군 동쪽 6km 지역
204,2016,10,20,2.4,15,35.76,129.19,경북 경주시 남남서쪽 9km 지역
203,2016,10,15,2.2,12,35.76,129.17,경북 경주시 남남서쪽 10km 지역
202,2016,10,15,2.5,16,35.74,129.18,경북 경주시 남남서쪽 11km 지역
201,2016,10,14,2.3,15,35.76,129.19,경북 경주시 남남서쪽 9km 지역
200,2016,10,12,2.9,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
199,2016,10,10,3.3,17,35.75,129.18,경북 경주시 남남서쪽 10km 지역
198,2016,10,9,2.2,11,35.08,126.93,광주 동구 남쪽 7km 지역
197,2016,10,7,2.2,16,35.77,129.23,경북 경주시 남쪽 10km 지역
196,2016,10,5,2.3,35,38.76,125.62,북한 황해북도 송림시 북북서쪽 3km 지역
195,2016,10,4,2.6,15,35.76,129.19,경북 경주시 남남서쪽9km 지역
194,2016,10,2,3,18,35.75,129.19,경북 경주시 남남서쪽10km 지역
193,2016,10,1,2.3,15,35.76,129.18,경북 경주시 남남서쪽 9km 지역
192,2016,10,1,2,15,35.76,129.18,경북 경주시 남남서쪽 9km 지역
191,2016,9,30,2.2,15,35.75,129.18,경북 경주시 남남서쪽 10km 지역
190,2016,9,30,2.3,16,35.76,129.16,경북 경주시 남남서쪽 10km 지역
189,2016,9,30,2,17,35.77,129.16,경북 경주시 남남서쪽 9km 지역
188,2016,9,30,2.1,15,35.76,129.18,경북 경주시 남남서쪽 9km 지역
187,2016,9,28,2.7,15,35.77,129.17,경북 경주시 남남서쪽 9km 지역
186,2016,9,28,2.6,,38.74,125.73,북한 황해북도 송림시 동쪽 8km 지역
185,2016,9,28,2.8,,38.74,125.69,북한 황해북도 송림시 동쪽 5km 지역
184,2016,9,28,3.1,13,35.76,129.18,경북 경주시 남남서쪽 9km 지역
183,2016,9,24,2.5,15,35.79,129.19,경북 경주시 남남서쪽 6km 지역
182,2016,9,23,2.1,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
181,2016,9,22,2.1,14,35.76,129.18,경북 경주시 남남서쪽 9km 지역
180,2016,9,22,2.3,16,35.76,129.18,경북 경주시 남남서쪽 9km 지역
179,2016,9,21,3.5,18,35.75,129.18,경북 경주시 남남서쪽 10km 지역
178,2016,9,21,2.2,16,35.78,129.15,경북 경주시 남서쪽 9km 지역
177,2016,9,21,2.9,14,35.77,129.18,경북 경주시 남남서쪽 8km 지역
176,2016,9,21,2.1,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
175,2016,9,20,2.1,17,35.77,129.19,경북 경주시 남남서쪽 8km 지역
174,2016,9,20,2.5,,38.36,128.09,북한 강원도 양구군 북북동쪽 29km 지역
173,2016,9,20,2.4,19,35.76,129.2,경북 경주시 남쪽 9km 지역
172,2016,9,19,2.1,18,35.75,129.17,경북 경주시 남남서쪽 11km 지역
171,2016,9,19,4.5,14,35.74,129.18,경북 경주시 남남서쪽 11km 지역
170,2016,9,19,2.1,17,35.76,129.17,경북 경주시 남남서쪽 10km 지역
169,2016,9,18,2,14,35.75,129.18,경북 경주시 남남서쪽 10km 지역
168,2016,9,18,2.4,16,35.76,129.17,경북 경주시 남남서쪽 10km 지역
167,2016,9,17,2.1,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
166,2016,9,17,2.1,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
165,2016,9,16,2.2,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
164,2016,9,16,2.1,13,35.74,129.17,경북 경주시 남남서쪽 12km 지역
163,2016,9,16,2,16,35.76,129.18,경북 경주시 남남서쪽 10km 지역
162,2016,9,16,2,19,35.75,129.18,경북 경주시 남남서쪽 10km 지역
161,2016,9,16,2.3,16,35.76,129.17,경북 경주시 남남서쪽 10km 지역
160,2016,9,16,2.2,18,35.78,129.19,경북 경주시 남남서쪽 7km 지역
159,2016,9,15,2.6,19,35.76,129.19,경북 경주시 남남서쪽 9km 지역
158,2016,9,15,2.2,20,35.77,129.19,경북 경주시 남남서쪽 8km 지역
157,2016,9,15,2.7,18,35.76,129.18,경북 경주시 남쪽 9km 지역
156,2016,9,14,2.4,18,35.76,129.17,경북 경주시 남남서쪽 10km 지역
155,2016,9,14,2.3,18,35.77,129.17,경북 경주시 남남서쪽 9km 지역
154,2016,9,14,2.1,17,35.77,129.18,경북 경주시 남남서쪽 8km 지역
153,2016,9,14,2.2,18,35.78,129.19,경북 경주시 남남서쪽 7km 지역
152,2016,9,14,2.4,15,33.93,126.62,전남 완도군 남남서쪽 44km 해역
151,2016,9,14,2.1,17,35.77,129.17,경북 경주시 남남서쪽 9km 지역
150,2016,9,14,2.4,19,35.76,129.18,경북 경주시 남남서쪽 9km 지역
149,2016,9,14,2.1,17,35.77,129.18,경북 경주시 남남서쪽 8km 지역
148,2016,9,14,3,13,35.75,129.18,경북 경주시 남남서쪽 11km 지역
147,2016,9,13,2.3,14,35.73,129.36,경북 경주시 남동쪽 18km 지역
146,2016,9,13,2.1,16,35.76,129.17,경북 경주시 남남서쪽 10km 지역
145,2016,9,13,2.1,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
144,2016,9,13,2,17,35.77,129.18,경북 경주시 남남서쪽 9km 지역
143,2016,9,13,2.5,19,35.75,129.18,경북 경주시 남남서쪽 10km 지역
142,2016,9,13,2,18,35.75,129.17,경북 경주시 남남서쪽 10km 지역
141,2016,9,13,2.5,17,35.76,129.2,경북 경주시 남쪽 9km 지역
140,2016,9,13,2.1,16,35.76,129.17,경북 경주시 남남서쪽 10km 지역
139,2016,9,13,3,14,35.76,129.18,경북 경주시 남남서쪽 9km 지역
138,2016,9,13,2.1,16,35.77,129.17,경북 경주시 남남서쪽 9km 지역
137,2016,9,13,2.4,16,35.77,129.17,경북 경주시 남남서쪽 9km 지역
136,2016,9,13,2.3,16,35.77,129.17,경북 경주시 남남서쪽 9km 지역
135,2016,9,13,2,18,35.76,129.16,경북 경주시 남남서쪽 10km 지역
134,2016,9,13,2.2,18,35.78,129.19,경북 경주시 남남서쪽 7km 지역
133,2016,9,13,2,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
132,2016,9,13,2.2,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
131,2016,9,13,2,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
130,2016,9,13,2.3,18,35.78,129.19,경북 경주시 남남서쪽 7km 지역
129,2016,9,13,2.3,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
128,2016,9,13,2.3,17,35.76,129.17,경북 경주시 남남서쪽 10km 지역
127,2016,9,13,3.2,14,35.76,129.17,경북 경주시 남남서쪽 10km 지역
126,2016,9,13,2.4,17,35.77,129.18,경북 경주시 남남서쪽 8km 지역
125,2016,9,13,2.1,18,35.77,129.19,경북 경주시 남남서쪽 8km 지역
124,2016,9,13,2,16,35.78,129.18,경북 경주시 남남서쪽 7km 지역
123,2016,9,13,2.3,19,35.77,129.18,경북 경주시 남남서쪽 8km 지역
122,2016,9,13,2,16,35.77,129.18,경북 경주시 남남서쪽 9km 지역
121,2016,9,13,2,15,35.77,129.19,경북 경주시 남남서쪽 8km 지역
120,2016,9,13,2.1,17,35.76,129.17,경북 경주시 남남서쪽 10km 지역
119,2016,9,13,2.1,16,35.78,129.19,경북 경주시 남남서쪽 7km 지역
118,2016,9,13,2.1,17,35.75,129.17,경북 경주시 남남서쪽 11km 지역
117,2016,9,13,2,17,35.75,129.18,경북 경주시 남남서쪽 10km 지역
116,2016,9,13,2.2,14,35.78,129.19,경북 경주시 남남서쪽 7km 지역
115,2016,9,13,2.1,17,35.76,129.17,경북 경주시 남남서쪽 10km 지역
114,2016,9,13,2.5,17,35.77,129.18,경북 경주시 남남서쪽 8km 지역
113,2016,9,13,2.2,17,35.77,129.18,경북 경주시 남남서쪽 8km 지역
112,2016,9,13,2.3,17,35.75,129.17,경북 경주시 남남서쪽 11km 지역
111,2016,9,13,2,16,35.77,129.18,경북 경주시 남남서쪽 8km 지역
110,2016,9,13,2.2,17,35.75,129.19,경북 경주시 남남서쪽 10km 지역
109,2016,9,13,2,17,35.77,129.17,경북 경주시 남남서쪽 9km 지역
108,2016,9,13,2.2,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
107,2016,9,13,3.1,19,35.78,129.21,경북 경주시 남쪽 6km 지역
106,2016,9,13,2.1,16,35.76,129.19,경북 경주시 남남서쪽 9km 지역
105,2016,9,13,2.5,18,35.76,129.19,경북 경주시 남남서쪽 9km 지역
104,2016,9,13,2,15,35.76,129.18,경북 경주시 남남서쪽 9km 지역
103,2016,9,13,2,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
102,2016,9,13,2.2,16,35.76,129.19,경북 경주시 남남서쪽 9km 지역
101,2016,9,12,2.2,16,35.77,129.19,경북 경주시 남남서쪽 8km 지역
100,2016,9,12,3.1,18,35.75,129.18,경북 경주시 남남서쪽 10km 지역
99,2016,9,12,3,17,35.76,129.17,경북 경주시 남남서쪽 8km 지역
98,2016,9,12,2.1,13,35.77,129.19,경북 경주시 남남서쪽 8km 지역
97,2016,9,12,2.4,17,35.77,129.18,경북 경주시 남남서쪽 8km 지역
96,2016,9,12,2.2,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
95,2016,9,12,2,17,35.77,129.18,경북 경주시 남남서쪽 8km 지역
94,2016,9,12,2.5,15,35.76,129.18,경북 경주시 남남서쪽 9km 지역
93,2016,9,12,2.4,17,35.76,129.19,경북 경주시 남남서쪽 9km 지역
92,2016,9,12,2,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
91,2016,9,12,2.1,16,35.77,129.19,경북 경주시 남남서쪽 8km 지역
90,2016,9,12,2.1,12,35.77,129.19,경북 경주시 남남서쪽 8km 지역
89,2016,9,12,2.2,16,35.76,129.16,경북 경주시 남남서쪽 10km 지역
88,2016,9,12,2.6,18,35.76,129.19,경북 경주시 남남서쪽 9km 지역
87,2016,9,12,2.3,17,35.76,129.02,경북 경주시 서남서쪽 20km 지역
86,2016,9,12,2.8,19,35.78,129.18,경북 경주시 남남서쪽 7km 지역
85,2016,9,12,2.1,13,35.76,129.18,경북 경주시 남남서쪽 9km 지역
84,2016,9,12,2.2,15,35.77,129.19,경북 경주시 남남서쪽 8km 지역
83,2016,9,12,2,15,35.77,129.19,경북 경주시 남남서쪽 8km 지역
82,2016,9,12,2.5,18,35.77,129.18,경북 경주시 남남서쪽 8km 지역
81,2016,9,12,2.1,16,35.77,129.17,경북 경주시 남남서쪽 9km 지역
80,2016,9,12,2,11,35.76,129.18,경북 경주시 남남서쪽 9km 지역
79,2016,9,12,2.6,16,35.75,129.16,경북 경주시 남남서쪽 11km 지역
78,2016,9,12,2.9,16,35.76,129.19,경북 경주시 남남서쪽 9km 지역
77,2016,9,12,2.2,14,35.81,129.23,경북 경주시 남남동쪽 3km 지역
76,2016,9,12,2.4,16,35.76,129.17,경북 경주시 남남서쪽 10km 지역
75,2016,9,12,2.7,14,35.78,129.2,경북 경주시 남남서쪽 7km 지역
74,2016,9,12,2.3,15,35.76,129.17,경북 경주시 남남서쪽 10km 지역
73,2016,9,12,2.5,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
72,2016,9,12,2.4,13,35.76,129.19,경북 경주시 남남서쪽 9km 지역
71,2016,9,12,2.5,13,35.79,129.2,경북 경주시 남남서쪽 5km 지역
70,2016,9,12,3,17,35.76,129.18,경북 경주시 남남서쪽 9km 지역
69,2016,9,12,3,16,35.77,129.19,경북 경주시 남남서쪽 8km 지역
68,2016,9,12,3,15,35.78,129.2,경북 경주시 남남서쪽 7km 지역
67,2016,9,12,3.4,13,35.75,129.18,경북 경주시 남남서쪽 10km 지역
66,2016,9,12,3.6,12,35.78,129.19,경북 경주시 남남서쪽 7km 지역
65,2016,9,12,5.8,15,35.76,129.19,경북 경주시 남남서쪽 8.7km 지역
64,2016,9,12,2.5,17,35.77,129.2,경북 경주시 남쪽 8km 지역
63,2016,9,12,2.3,18,35.76,129.19,경북 경주시 남남서쪽 9km 지역
62,2016,9,12,3.1,18,35.77,129.18,경북 경주시 남남서쪽 8km 지역
61,2016,9,12,2.7,13,35.76,129.17,경북 경주시 남남서쪽 10km 지역
60,2016,9,12,2.7,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
59,2016,9,12,2.6,21,35.76,129.19,경북 경주시 남남서쪽 9km 지역
58,2016,9,12,2.5,20,35.77,129.18,경북 경주시 남남서쪽 8km 지역
57,2016,9,12,2.4,19,35.78,129.16,경북 경주시 남서쪽 8km 지역
56,2016,9,12,2.4,18,35.76,129.18,경북 경주시 남남서쪽 9km 지역
55,2016,9,12,2.1,16,35.77,129.19,경북 경주시 남남서쪽 8km 지역
54,2016,9,12,2.2,13,35.77,129.18,경북 경주시 남남서쪽 8km 지역
53,2016,9,12,3.1,16,35.77,129.19,경북 경주시 남남서쪽 8km 지역
52,2016,9,12,2.2,14,35.76,129.19,경북 경주시 남남서쪽 9km 지역
51,2016,9,12,2.4,12,35.78,129.2,경북 경주시 남남서쪽 7km 지역
50,2016,9,12,5.1,15,35.77,129.19,경북 경주시 남남서쪽 8.2km 지역
49,2016,8,30,2.6,18,35.55,128.03,경남 합천군 서쪽 13km 지역
48,2016,8,28,2.1,7,35.65,127.48,전북 장수군 서쪽 4km 지역
47,2016,8,28,2.4,14,38.65,127.16,북한 강원도 평강 북북서쪽 29km 지역
46,2016,8,20,2.9,18,33.48,127.31,제주 서귀포시 성산 동북동쪽 41km 해역
45,2016,8,20,3,7,38.38,128.09,북한 강원도 양구군 북북동쪽 32km 지역
44,2016,8,18,2.6,5,38.84,125.7,북한 황해북도 송림시 북북동쪽 13km 지역
43,2016,8,18,2.1,,37.18,125.46,인천 옹진군 연평도 남남서쪽 58km 해역
42,2016,8,17,2.9,,38.35,128.09,북한 강원도 양구군 북북동쪽 28km 지역
41,2016,8,16,2.4,14,36.75,128.84,경북 안동시 북북동쪽 22km 지역
40,2016,7,30,2.3,13,33.06,126.33,제주 서귀포시 남서쪽 27km 해역
39,2016,7,14,2.8,12,35.12,130.24,울산 동구 동남동쪽 86km 해역
38,2016,7,13,2,9,36.8,128.53,경북 영주시 서쪽 9km 지역
37,2016,7,9,2.6,,38.69,125.83,북한 황해북도 송림시 동남동쪽 18km 지역
36,2016,7,9,2.3,18,35.48,129.97,울산 동구 동쪽 50km 해역
35,2016,7,5,2.6,24,35.51,129.87,울산 동구 동쪽 41km 해역
34,2016,7,5,5,19,35.51,129.99,울산 동구 동쪽 52km 해역
33,2016,6,25,2.6,,38.74,125.86,북한 황해북도 송림시 20km 지역
32,2016,6,21,3.1,,39.49,126.19,북한 평안남도 성천군 북쪽 28km 지역
31,2016,6,15,2.6,20,35.87,129.69,경북 포항시 남구 동남동쪽 33km 해역
30,2016,6,13,2.7,8,34.3,124.68,전남 신안군 흑산면 서남서쪽 82km 해역
29,2016,6,7,2.3,12,33.05,126.17,제주 제주시 고산 남쪽 27km 해역
28,2016,6,5,2.2,17,36,129.58,경북 포항시 남구 동쪽 20km 해역
27,2016,6,3,3,10,36.39,127.92,경북 상주시 서쪽 22km 지역
26,2016,5,24,2.3,16,33.61,125.56,제주 제주시 고산 서북서쪽 66km 해역
25,2016,5,22,3.5,21,40.68,127.15,북한 함경남도 장진군 북북서쪽 34km 지역
24,2016,5,3,2.4,,37.11,129.02,강원 태백시 남남동쪽 7km 지역
23,2016,4,30,2.6,19,37.75,125.4,북한 황해남도 옹진군 남쪽 20km 지역
22,2016,4,28,2.4,10,35.42,128.56,경남 창녕군 남남동쪽 15km 지역
21,2016,4,27,2.3,15,35.57,128.34,경남 합천군 동쪽 16km 지역
20,2016,4,25,2.3,22,33.51,125.91,제주 제주시 고산 북서쪽 34km 해역
19,2016,4,21,2.7,10,33.53,125.89,제주 제주시 고산 북서쪽 36km 해역
18,2016,4,21,2.7,18,33.52,125.92,제주 제주시 고산 북서쪽 34km 해역
17,2016,4,13,2.1,17,35.92,127.93,경북 김천시 남남서쪽 28km 지역
16,2016,3,28,2.9,13,35.22,127.96,경남 진주시 서북서쪽 12km 지역
15,2016,3,27,3.1,7,39.38,126.06,북한 평안남도 성천시 북서쪽 20km 지역
14,2016,3,27,2.3,12,35.33,130.04,울산 동구 동남동쪽 59km 해역
13,2016,3,15,2.5,13,37.6,129.82,강원 삼척시 동북동쪽 60km 해역
12,2016,3,15,2.7,16,36.31,128.21,경북 상주시 남남동쪽 12km 지역
11,2016,3,14,3.1,8,38.71,125.87,북한 황해북도 송림시 동쪽 21km 지역
10,2016,3,5,3.3,,35.61,129.82,울산 동구 동북동쪽 38km 해역
9,2016,3,2,2.7,,36.35,127.2,충남 공주시 남동쪽 13km 지역
8,2016,2,28,2.5,6,38.73,125.85,북한 황해북도 송림시 동쪽 19km 지역
7,2016,2,26,2.2,14,33.23,127.19,제주 서귀포시 성산 동남동쪽 34km 해역
6,2016,2,24,2.9,20,33.52,125.92,제주 제주시 고산 북서쪽 34km 해역
5,2016,2,11,3.1,17,36.21,127.48,충남 금산군 북쪽 12km 지역
4,2016,1,31,2,28,36.95,129.92,경북 울진군 동쪽 46 km 해역
3,2016,1,25,2.3,20,36.22,128.69,경북 의성군 남쪽 14km 지역
2,2016,1,23,2.4,7,38.42,126.25,북한 황해북도 평산군 북서쪽 16km 지역
1,2016,1,6,3,7,36.01,128.07,경북 김천시 남쪽 14km 지역
